Order Date,Ship Date,Postal Code,Sales,OrderYear,OrderMonth,OrderDay,OrderDayOfWeek,OrderQuarter,IsWeekend,ShipYear,ShipMonth,ShipDay,ShippingDays,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West,Category_Furniture,Category_Office Supplies,Category_Technology,IsHolidaySeason_0,IsHolidaySeason_1,City_Encoded,State_Encoded,Sub-Category_Encoded,OrderYearPrefix,OrderSize,CustomerNum,CustomerTotalSpent,CustomerOrderCount,CustomerAvgSpent,ProductCategory_Encoded,ProductSalesCount,ProductAvgPrice,LogSales
2023-12-27,2023-12-31,77041,113.328,2023,12,27,2,4,0,2023,12,31,4,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,207,41,7,2023,4,20710,3127.9592,7,164.62943157894736,1,2,88.144,4.739071510179493
2023-12-27,2023-12-31,77041,532.3992,2023,12,27,2,4,0,2023,12,31,4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,207,41,4,2023,4,20710,3127.9592,7,164.62943157894736,0,8,942.464025,6.279270111934266
2023-12-27,2023-12-31,77041,212.058,2023,12,27,2,4,0,2023,12,31,4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,207,41,5,2023,4,20710,3127.9592,7,164.62943157894736,0,8,363.528,5.361564429111865
2023-12-27,2023-12-31,77041,371.168,2023,12,27,2,4,0,2023,12,31,4,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,207,41,13,2023,4,20710,3127.9592,7,164.62943157894736,2,3,742.3359999999999,5.919345365229957
2025-09-10,2025-09-15,60540,147.168,2025,9,10,2,3,0,2025,9,15,5,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,319,11,13,2025,1,16930,4492.946,8,320.9247142857143,2,7,120.888,4.998346765120501
2024-07-17,2024-07-22,90049,77.88,2024,7,17,2,3,0,2024,7,22,5,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,265,3,14,2024,1,19885,3546.224,6,272.78646153846154,1,7,124.60799999999999,4.36792771029438
2025-09-19,2025-09-23,32935,95.616,2025,9,19,4,3,0,2025,9,23,4,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,286,8,14,2025,1,14080,4657.924,9,232.8962,1,4,262.94399999999996,4.570744358973074
2024-03-11,2024-03-13,55122,45.98,2024,3,11,0,1,0,2024,3,13,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,129,21,0,2024,2,18715,1567.52,9,104.50133333333333,2,5,49.6584,3.8497219792307664
2024-03-11,2024-03-13,55122,17.46,2024,3,11,0,1,0,2024,3,13,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,129,21,3,2024,2,18715,1567.52,9,104.50133333333333,1,12,19.86075,2.9156062290747062
2022-10-20,2022-10-25,48185,211.96,2022,10,20,3,4,0,2022,10,25,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,514,20,14,2022,1,18865,2493.214,7,191.7856923076923,1,6,158.97,5.361104354646802
2024-06-20,2024-06-25,19901,45.0,2024,6,20,3,2,0,2024,6,25,5,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,124,6,0,2024,2,16900,2295.332,9,153.02213333333333,2,8,44.625,3.828641396489095
2024-06-20,2024-06-25,19901,21.8,2024,6,20,3,2,0,2024,6,25,5,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,124,6,13,2024,2,16900,2295.332,9,153.02213333333333,2,8,32.7,3.126760535960395
2023-04-18,2023-04-22,47150,38.22,2023,4,18,1,2,0,2023,4,22,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,322,12,3,2023,4,13000,897.524,8,59.83493333333333,1,4,21.49875,3.6691868207682004
2023-04-18,2023-04-22,47150,75.18,2023,4,18,1,2,0,2023,4,22,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,322,12,10,2023,4,13000,897.524,8,59.83493333333333,1,8,79.87875,4.333098961050458
2023-04-18,2023-04-22,47150,6.16,2023,4,18,1,2,0,2023,4,22,4,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,322,12,9,2023,4,13000,897.524,8,59.83493333333333,0,9,11.84088888888889,1.9685099809725544
2023-04-18,2023-04-22,47150,89.99,2023,4,18,1,2,0,2023,4,22,4,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,322,12,5,2023,4,13000,897.524,8,59.83493333333333,0,8,181.104875,4.5107496103686
2024-12-11,2024-12-17,10024,15.26,2024,12,11,2,4,0,2024,12,17,6,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,327,30,8,2024,2,15265,1804.146,5,138.78046153846154,1,7,7.848,2.7887081041196646
2024-12-11,2024-12-17,10024,1029.95,2024,12,11,2,4,0,2024,12,17,6,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,327,30,13,2024,2,15265,1804.146,5,138.78046153846154,2,4,484.0765,6.938235986235724
2024-06-17,2024-06-18,12180,208.56,2024,6,17,0,2,0,2024,6,18,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,486,30,14,2024,7,21055,1451.361,4,85.37417647058824,1,7,140.03314285714285,5.345010094540019
2024-06-17,2024-06-18,12180,32.4,2024,6,17,0,2,0,2024,6,18,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,486,30,12,2024,7,21055,1451.361,4,85.37417647058824,1,4,30.131999999999998,3.5085558999826545
2024-06-17,2024-06-18,12180,319.41,2024,6,17,0,2,0,2024,6,18,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,486,30,5,2024,7,21055,1451.361,4,85.37417647058824,0,6,223.58700000000002,5.769601425693419
2024-06-17,2024-06-18,12180,14.56,2024,6,17,0,2,0,2024,6,18,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,486,30,12,2024,7,21055,1451.361,4,85.37417647058824,1,3,20.869333333333334,2.7447035187502458
2024-06-17,2024-06-18,12180,30.0,2024,6,17,0,2,0,2024,6,18,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,486,30,0,2024,7,21055,1451.361,4,85.37417647058824,2,8,44.625,3.4339872044851463
2024-06-17,2024-06-18,12180,48.48,2024,6,17,0,2,0,2024,6,18,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,486,30,3,2024,7,21055,1451.361,4,85.37417647058824,1,5,53.934000000000005,3.901568547524287
2024-06-17,2024-06-18,12180,1.68,2024,6,17,0,2,0,2024,6,18,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,486,30,2,2024,7,21055,1451.361,4,85.37417647058824,1,8,4.872,0.9858167945227653
2023-11-24,2023-11-30,90004,13.98,2023,11,24,4,4,0,2023,11,30,6,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,265,3,0,2023,4,16720,4909.472,8,175.33828571428572,2,6,30.756,2.7067159780890733
2023-11-24,2023-11-30,90004,25.824,2023,11,24,4,4,0,2023,11,30,6,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,265,3,3,2023,4,16720,4909.472,8,175.33828571428572,1,7,25.05542857142857,3.2892970091639273
2023-11-24,2023-11-30,90004,146.73,2023,11,24,4,4,0,2023,11,30,6,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,265,3,12,2023,4,16720,4909.472,8,175.33828571428572,1,4,185.858,4.9953862833335165
2023-11-24,2023-11-30,90004,79.76,2023,11,24,4,4,0,2023,11,30,6,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,265,3,9,2023,4,16720,4909.472,8,175.33828571428572,0,5,67.796,4.391481793444637
2023-04-30,2023-05-05,60610,213.115,2023,4,30,6,2,1,2023,5,5,5,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,80,11,5,2023,1,18970,1278.639,8,98.35684615384615,0,14,160.51257142857142,5.36651325386079
2022-12-05,2022-12-10,85234,1113.024,2022,12,5,0,4,0,2022,12,10,5,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,166,1,2,2022,2,11590,2454.928,6,245.4928,1,1,1113.024,7.015733964240798
2022-12-05,2022-12-10,85234,167.968,2022,12,5,0,4,0,2022,12,10,5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,166,1,13,2022,2,11590,2454.928,6,245.4928,2,7,158.96971428571428,5.129709347881841
2024-06-04,2024-06-06,22153,75.88,2024,6,4,1,2,0,2024,6,6,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,462,44,12,2024,1,16270,8282.358,5,517.647375,1,6,169.46533333333332,4.342245764662037
2024-09-18,2024-09-23,10009,4.616,2024,9,18,2,3,0,2024,9,23,5,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,327,30,3,2024,1,14980,736.276,4,105.18228571428571,1,11,19.506636363636364,1.72561966672351
2025-09-14,2025-09-17,49201,19.05,2025,9,14,6,3,1,2025,9,17,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,215,20,12,2025,1,21520,4737.486,9,236.8743,1,6,16.51,2.998229153752578
2023-04-26,2023-05-02,38109,831.936,2023,4,26,2,2,0,2023,5,2,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,287,40,5,2023,3,15745,6760.8150000000005,13,293.9484782608696,0,9,530.0703333333333,6.724956808482918
2023-04-26,2023-05-02,38109,97.04,2023,4,26,2,2,0,2023,5,2,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,287,40,9,2023,3,15745,6760.8150000000005,13,293.9484782608696,0,6,220.36166666666668,4.585375558659912
2023-04-26,2023-05-02,38109,72.784,2023,4,26,2,2,0,2023,5,2,6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,287,40,14,2023,3,15745,6760.8150000000005,13,293.9484782608696,1,8,313.88100000000003,4.3011419059334175
2025-12-09,2025-12-11,77041,1.248,2025,12,9,1,4,0,2025,12,11,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,207,41,3,2025,3,16600,983.922,7,109.32466666666667,1,3,8.874666666666668,0.8100409320314447
2025-12-09,2025-12-11,77041,9.708,2025,12,9,1,4,0,2025,12,11,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,207,41,9,2025,3,16600,983.922,7,109.32466666666667,0,3,33.43866666666667,2.370991125658106
2025-12-09,2025-12-11,77041,27.24,2025,12,9,1,4,0,2025,12,11,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,207,41,14,2025,3,16600,983.922,7,109.32466666666667,1,8,43.41375,3.3407394126250414
2022-11-26,2022-12-01,77070,19.3,2022,11,26,5,4,1,2022,12,1,5,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,207,41,9,2022,1,15745,6760.8150000000005,13,293.9484782608696,0,4,27.02,3.0106208860477417
2024-06-12,2024-06-15,35601,208.16,2024,6,12,2,2,0,2024,6,15,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,116,0,1,2024,2,20770,4492.657,7,213.93604761904763,1,6,451.0133333333333,5.34309950931993
2024-06-12,2024-06-15,35601,16.74,2024,6,12,2,2,0,2024,6,15,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,116,0,3,2024,2,20770,4492.657,7,213.93604761904763,1,5,18.5256,2.8758219768814333
2022-10-12,2022-10-16,94122,14.9,2022,10,12,2,4,0,2022,10,16,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,436,3,2,2022,2,13690,2139.79,7,194.52636363636364,1,7,11.66457142857143,2.766319109226186
2022-10-12,2022-10-16,94122,21.39,2022,10,12,2,4,0,2022,10,16,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,436,3,14,2022,2,13690,2139.79,7,194.52636363636364,1,6,80.569,3.1086144306106633
2023-09-03,2023-09-08,27707,200.984,2023,9,3,6,3,1,2023,9,8,5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,128,31,7,2023,1,16105,858.576,5,95.39733333333334,1,4,138.1765,5.308188486343299
2025-11-13,2025-11-16,60623,230.376,2025,11,13,3,4,0,2025,11,16,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,80,11,14,2025,1,12400,3651.8585000000003,9,260.8470357142857,1,5,272.6116,5.444044092872437
2025-05-28,2025-05-30,29203,301.96,2025,5,28,2,2,0,2025,5,30,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,93,38,5,2025,1,18865,2493.214,7,191.7856923076923,0,7,340.78342857142854,5.713600783593539
2025-10-26,2025-11-02,55901,19.99,2025,10,26,6,4,1,2025,11,2,7,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,408,21,0,2025,2,18895,1987.164,9,116.892,2,6,34.64933333333333,3.0440461338325413
2025-10-26,2025-11-02,55901,6.16,2025,10,26,6,4,1,2025,11,2,7,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,408,21,10,2025,2,18895,1987.164,9,116.892,1,6,9.445333333333332,1.9685099809725544
2024-04-05,2024-04-10,77095,158.368,2024,4,5,4,2,0,2024,4,10,5,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,207,41,14,2024,1,14455,3078.624,6,256.55199999999996,1,9,99.92266666666666,5.071215993379483
2024-09-17,2024-09-22,90036,20.1,2024,9,17,1,3,0,2024,9,22,5,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,265,3,2,2024,3,15685,990.1959999999999,3,110.02177777777777,1,3,12.506666666666668,3.0492730404820207
2024-09-17,2024-09-22,90036,73.584,2024,9,17,1,3,0,2024,9,22,5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,265,3,13,2024,3,15685,990.1959999999999,3,110.02177777777777,2,7,120.888,4.311926006994392
2024-09-17,2024-09-22,90036,6.48,2024,9,17,1,3,0,2024,9,22,5,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,265,3,12,2024,3,15685,990.1959999999999,3,110.02177777777777,1,5,19.180799999999998,2.012232791986386
2023-01-31,2023-02-05,55407,12.96,2023,1,31,1,1,0,2023,2,5,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,298,21,12,2023,3,16315,1569.464,9,71.33927272727273,1,7,14.070857142857145,2.6361960973342264
2023-01-31,2023-02-05,55407,53.34,2023,1,31,1,1,0,2023,2,5,5,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,298,21,9,2023,3,16315,1569.464,9,71.33927272727273,0,5,63.296800000000005,3.9952606039982017
2023-01-31,2023-02-05,55407,32.96,2023,1,31,1,1,0,2023,2,5,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,298,21,3,2023,3,16315,1569.464,9,71.33927272727273,1,9,30.579555555555558,3.5251833614431467
2025-11-06,2025-11-12,97206,5.682,2025,11,6,3,4,0,2025,11,12,6,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,387,35,3,2025,1,19705,2067.45,4,295.34999999999997,1,6,23.675,1.899417343934565
2025-11-09,2025-11-11,10009,96.53,2025,11,9,6,4,1,2025,11,11,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,327,30,9,2025,1,18775,1467.152,8,112.85784615384615,0,8,56.88375,4.580160022983923
2025-06-17,2025-06-20,94122,51.312,2025,6,17,1,2,0,2025,6,20,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,436,3,3,2025,1,16345,1888.964,6,188.8964,1,4,86.589,3.957225790258975
2024-09-06,2024-09-11,55106,77.88,2024,9,6,4,3,0,2024,9,11,5,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,425,21,1,2024,1,13855,1245.788,3,249.1576,1,9,48.45866666666667,4.36792771029438
2024-08-29,2024-09-02,60610,64.624,2024,8,29,3,3,0,2024,9,2,4,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,80,11,12,2024,3,19465,4715.466,12,205.02026086956522,1,3,34.62,4.183941482700448
2024-08-29,2024-09-02,60610,95.976,2024,8,29,3,3,0,2024,9,2,4,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,80,11,0,2024,3,19465,4715.466,12,205.02026086956522,2,6,154.62800000000001,4.574463525208929
2024-08-29,2024-09-02,60610,1.788,2024,8,29,3,3,0,2024,9,2,4,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,80,11,3,2024,3,19465,4715.466,12,205.02026086956522,1,7,4.5125714285714285,1.0253244928982774
2024-12-01,2024-12-04,55901,23.92,2024,12,1,6,4,1,2024,12,4,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,408,21,12,2024,1,14470,4355.150000000001,9,311.0821428571429,1,5,25.8336,3.2156706939192525
2023-11-13,2023-11-17,80013,238.896,2023,11,13,0,4,0,2023,11,17,4,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,24,4,0,2023,3,16870,2580.7039999999997,8,86.02346666666666,2,5,230.9328,5.480205496092637
2023-11-13,2023-11-17,80013,102.36,2023,11,13,0,4,0,2023,11,17,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,24,4,9,2023,3,16870,2580.7039999999997,8,86.02346666666666,0,6,112.31166666666667,4.638218040034292
2023-11-13,2023-11-17,80013,36.882,2023,11,13,0,4,0,2023,11,17,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,24,4,3,2023,3,16870,2580.7039999999997,8,86.02346666666666,1,7,77.862,3.6344760652345496
2025-11-23,2025-11-28,28205,74.112,2025,11,23,6,4,1,2025,11,28,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,74,31,0,2025,3,15250,3159.1220000000003,6,166.26957894736844,2,5,38.9088,4.318980332956246
2025-11-23,2025-11-28,28205,27.992,2025,11,23,6,4,1,2025,11,28,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,74,31,13,2025,3,15250,3159.1220000000003,6,166.26957894736844,2,4,47.2365,3.367019929860569
